"id_driver","date_registration","driver_rating","gold_level_count","receive_marketing","country_code","service_type"
56859557,2020-01-15,4.97,7,true,ES,TAXI
16029241,2016-02-01,4.8,49,true,ES,TAXI
53151692,2019-08-13,4.99,1,false,DE,PHV
32302758,2018-10-04,4.99,15,true,ES,TAXI
6130454,2013-06-11,4.98,9,true,DE,TAXI
34766739,2019-02-01,4.97,51,true,DE,TAXI
58638457,2020-05-27,4.95,,true,DE,PHV
43466511,2019-02-28,4.88,4,false,ES,TAXI
53772092,2019-09-10,4.89,2,true,DE,PHV
19942584,2013-08-14,4.91,41,true,ES,TAXI
8315215,2013-11-08,4.99,22,true,DE,TAXI
13438150,2015-01-02,4.88,0,true,DE,TAXI
16845015,2016-04-26,4.9,61,true,DE,TAXI
4684440,2013-03-06,4.87,0,false,DE,TAXI
28228433,2018-05-16,4.92,0,true,DE,TAXI
2355,2011-05-29,4.83,2,true,DE,TAXI
24196663,2017-11-17,4.98,41,true,ES,TAXI
9671306,2014-02-12,4.87,0,true,DE,TAXI
28292739,2018-05-18,4.82,5,true,DE,TAXI
30431425,2018-07-13,4.99,33,true,DE,TAXI
1619,2011-05-29,4.77,1,true,DE,TAXI
1367195,2012-06-13,4.9,5,false,DE,TAXI
16709226,2016-04-13,4.97,0,true,ES,TAXI
19880148,2016-09-07,4.86,30,true,ES,TAXI
55986595,2019-12-12,4.83,0,true,ES,TAXI
16117759,2016-02-12,4.86,45,true,ES,TAXI
27665248,2018-04-27,4.78,27,true,DE,TAXI
15054189,2015-10-26,5.0,24,true,DE,TAXI
24982243,2018-01-02,4.86,23,true,DE,TAXI
57152743,2020-01-29,4.95,,true,DE,PHV
4464873,2013-02-18,4.86,81,true,DE,TAXI
43466363,2019-02-28,4.75,6,true,ES,TAXI
16707568,2016-04-13,4.93,11,true,ES,TAXI
27397856,2018-04-18,4.94,22,false,ES,TAXI
21062553,2017-05-11,4.9,55,true,ES,TAXI
33815469,2018-12-14,4.98,41,true,ES,TAXI
3043858,2012-11-16,4.97,73,false,DE,TAXI
48394717,2019-03-21,4.81,8,true,DE,TAXI
24066886,2017-11-08,4.94,40,true,ES,TAXI
18852519,2016-10-27,4.89,6,true,DE,TAXI
457231,2011-11-23,4.95,17,true,DE,TAXI
55335631,2019-11-14,4.68,2,true,ES,TAXI
344467,2011-10-23,4.94,1,true,DE,TAXI
27634851,2018-04-26,4.98,73,true,DE,TAXI
53846676,2019-09-13,4.62,,true,DE,PHV
19645935,2017-01-09,4.99,14,false,ES,TAXI
55749941,2019-12-02,4.96,8,true,DE,PHV
12708181,2014-10-22,4.96,1,true,ES,TAXI
53343292,2019-08-22,4.98,1,false,DE,TAXI
18689601,2016-10-13,5.0,70,true,DE,TAXI
16478391,2016-03-23,4.64,20,true,ES,TAXI
47682414,2019-03-12,4.95,14,false,ES,TAXI
53632916,2019-09-04,4.88,16,true,ES,TAXI
18244359,2016-09-07,4.9,49,true,DE,TAXI
57004267,2020-01-22,4.95,38,true,ES,TAXI
55607029,2019-11-27,4.81,1,false,ES,TAXI
1080680,2012-03-15,4.84,63,true,DE,TAXI
19230594,2016-12-02,4.96,2,true,ES,TAXI
24706280,2017-12-18,4.96,19,false,DE,TAXI
279846,2011-09-02,4.92,0,true,DE,TAXI
25816410,2018-02-26,4.88,10,true,ES,TAXI
28783341,2018-06-01,4.99,56,true,DE,TAXI
54980558,2019-10-28,4.94,,true,DE,PHV
52191910,2019-07-02,4.95,18,true,ES,TAXI
16419444,2016-03-18,4.84,2,false,DE,TAXI
19298651,2016-12-09,4.96,2,true,DE,TAXI
18689462,2016-10-13,4.91,37,true,DE,TAXI
23748241,2017-10-16,4.94,8,true,DE,TAXI
16788592,2016-04-21,4.99,23,true,DE,TAXI
31155971,2018-08-07,4.57,5,true,DE,TAXI
26321009,2018-03-14,4.97,8,true,DE,TAXI
21869621,2017-06-13,4.96,65,true,DE,TAXI
2261871,2012-09-17,4.95,0,false,DE,TAXI
32393682,2018-10-08,4.99,0,false,DE,TAXI
53971297,2019-09-18,4.89,5,true,DE,PHV
218903,2011-07-21,4.96,0,false,DE,TAXI
53168290,2019-08-14,4.23,4,false,ES,TAXI
34576126,2019-01-21,4.94,0,false,DE,TAXI
57974305,2020-03-03,4.79,4,true,ES,TAXI
54146534,2019-09-25,4.82,1,false,DE,TAXI
56847248,2020-01-14,4.91,,true,DE,PHV
20053390,2016-07-09,4.95,29,false,ES,TAXI
27634939,2018-04-26,4.87,11,true,DE,TAXI
7701935,2013-09-24,4.81,75,true,DE,TAXI
1098712,2012-03-23,4.85,0,true,DE,TAXI
17323178,2016-06-09,4.82,0,true,DE,TAXI
17553738,2016-06-30,4.92,1,true,DE,TAXI
10641630,2014-05-12,4.96,79,false,DE,TAXI
14929953,2015-10-07,4.92,77,true,DE,TAXI
53755433,2019-09-09,4.7,,true,DE,PHV
55626128,2019-11-28,4.9,8,true,ES,TAXI
2448593,2012-10-01,4.95,29,true,DE,TAXI
34644672,2019-01-25,4.94,34,true,DE,TAXI
3525490,2012-12-19,4.9,28,false,DE,TAXI
15167437,2015-11-05,4.96,13,true,DE,TAXI
19904836,2016-10-19,4.91,5,true,ES,TAXI
47534902,2019-03-05,4.86,5,true,DE,TAXI
54699164,2019-10-17,4.88,10,true,DE,TAXI
54673761,2019-10-16,4.91,2,true,ES,TAXI
52416955,2019-07-10,4.92,0,true,ES,TAXI
56193852,2019-12-19,4.81,,true,DE,PHV
33769639,2018-12-12,4.95,2,true,DE,TAXI
53349637,2019-08-22,4.95,,true,DE,PHV
18926954,2016-11-02,4.91,42,true,DE,TAXI
21585725,2017-05-24,4.96,79,true,DE,TAXI
34369730,2019-01-08,4.99,32,true,ES,TAXI
32285806,2018-10-03,4.93,57,true,ES,TAXI
28969356,2018-06-06,4.83,6,true,ES,TAXI
14451301,2015-07-13,4.89,94,true,DE,TAXI
12483519,2014-09-26,4.84,2,true,ES,TAXI
54527180,2019-10-10,4.97,0,true,DE,PHV
55462327,2019-11-20,4.91,,false,DE,PHV
6035528,2013-06-05,4.96,1,true,DE,TAXI
19870248,2013-09-09,4.92,32,true,ES,TAXI
14697614,2015-09-04,4.92,29,false,DE,TAXI
26955065,2018-04-03,4.93,0,false,DE,TAXI
15203318,2015-11-11,4.95,8,true,ES,TAXI
9603657,2014-02-06,4.99,3,true,ES,TAXI
25386441,2018-02-07,4.81,44,true,ES,TAXI
16295911,2016-03-04,4.91,0,true,DE,TAXI
20046955,2013-05-29,4.94,9,true,ES,TAXI
14375099,2015-06-29,4.86,20,false,ES,TAXI
31592373,2018-08-30,4.97,13,true,DE,TAXI
14378984,2015-06-30,4.97,23,false,ES,TAXI
55648784,2019-11-29,4.82,,true,DE,PHV
18390806,2016-09-20,4.89,81,true,DE,TAXI
56729574,2020-01-08,5.0,,true,DE,PHV
29819427,2018-06-28,4.87,36,false,ES,TAXI
23240330,2017-09-15,4.94,59,false,DE,TAXI
24080112,2017-11-09,4.88,7,true,ES,TAXI
25142298,2018-01-17,4.91,3,false,ES,TAXI
55190819,2019-11-07,4.98,,true,DE,PHV
54482350,2019-10-08,4.91,,true,DE,PHV
18039697,2016-08-17,4.57,1,false,DE,TAXI
31825858,2018-09-11,4.75,48,true,ES,TAXI
31950312,2018-09-17,4.96,0,true,ES,TAXI
55789560,2019-12-04,4.85,8,true,ES,TAXI
1358819,2012-06-11,4.91,3,true,DE,TAXI
56742362,2020-01-09,4.95,,true,DE,PHV
2535,2011-05-29,4.93,0,false,DE,TAXI
31741857,2018-09-07,4.97,48,true,DE,TAXI
9603505,2014-02-06,4.92,42,false,ES,TAXI
10373441,2014-04-16,4.95,20,true,DE,TAXI
54828649,2019-10-22,4.97,,true,DE,PHV
26347176,2018-03-15,4.95,32,true,DE,TAXI
51840436,2019-06-20,4.95,7,true,ES,TAXI
1759003,2012-08-06,4.85,0,false,DE,TAXI
34476428,2019-01-15,4.91,37,true,ES,TAXI
16799229,2016-04-22,4.8,0,true,ES,TAXI
387,2011-05-29,4.87,100,true,DE,TAXI
27378916,2018-04-17,5.0,23,true,ES,TAXI
31860187,2018-09-13,4.98,0,false,DE,TAXI
16230595,2016-02-25,4.89,39,true,DE,TAXI
51291192,2019-06-13,4.97,10,true,ES,TAXI
43449234,2019-02-27,4.99,14,true,DE,TAXI
213592,2011-07-19,4.96,0,true,DE,TAXI
19202576,2016-11-29,4.91,14,true,ES,TAXI
1064,2011-05-29,4.98,0,false,DE,TAXI
17858294,2016-07-29,4.88,89,true,DE,TAXI
21868586,2017-06-13,4.99,2,false,DE,TAXI
24608866,2017-12-13,4.94,0,true,DE,TAXI
9758093,2014-02-20,4.58,0,true,DE,TAXI
13875992,2015-03-25,4.99,6,true,DE,TAXI
4494997,2013-02-20,4.72,0,true,ES,TAXI
25884890,2018-02-28,4.93,2,true,ES,TAXI
7125605,2013-08-16,4.8,1,true,DE,TAXI
13001201,2014-11-21,4.96,106,true,DE,TAXI
16781881,2016-04-20,4.92,0,true,DE,TAXI
54145003,2019-09-25,4.96,,true,DE,PHV
399668,2011-11-03,4.53,7,true,DE,TAXI
32308887,2018-10-04,4.76,27,true,DE,TAXI
653,2011-05-29,4.92,0,false,DE,TAXI
14135740,2015-05-13,4.86,8,true,DE,TAXI
20555348,2017-04-03,4.95,58,true,DE,TAXI
2299291,2012-09-20,4.95,2,true,DE,TAXI
17603967,2016-07-04,4.75,0,true,DE,TAXI
162486,2011-06-08,4.93,31,false,DE,TAXI
5085959,2013-04-04,4.86,38,true,DE,TAXI
780889,2012-02-07,4.86,7,true,DE,TAXI
15074882,2015-10-29,4.9,108,false,DE,TAXI
18745732,2016-10-17,4.96,15,true,DE,TAXI
1373528,2012-06-14,4.83,87,true,DE,TAXI
54479146,2019-10-08,4.9,0,true,DE,PHV
16642255,2016-04-08,4.93,18,true,DE,TAXI
56320628,2019-12-23,4.77,0,true,DE,PHV
33018745,2018-11-06,4.96,5,true,ES,TAXI
25387195,2018-02-07,4.94,42,false,DE,TAXI
12717872,2014-10-23,4.62,2,true,ES,TAXI
17691365,2016-07-13,4.81,80,true,ES,TAXI
28719190,2018-05-30,4.99,13,true,DE,TAXI
56147709,2019-12-17,4.85,12,true,ES,TAXI
25284731,2018-01-29,4.93,2,true,ES,TAXI
24146431,2017-11-13,4.95,11,true,ES,TAXI
51068850,2019-06-05,4.9,10,false,ES,TAXI
9814054,2014-02-25,4.96,22,false,DE,TAXI
27632505,2018-04-26,4.97,35,true,DE,TAXI
21466721,2017-05-23,4.98,44,true,DE,TAXI
14541010,2015-07-30,4.96,0,true,DE,TAXI
8563513,2013-11-27,5.0,34,true,DE,PHV
56496454,2019-12-30,4.84,,true,DE,PHV
22646961,2017-08-03,4.9,5,true,ES,TAXI
20234239,2013-10-21,4.81,71,true,ES,TAXI
57174565,2020-01-30,4.9,3,true,DE,PHV
33019082,2018-11-06,4.67,22,true,ES,TAXI
951536,2012-02-09,4.27,0,true,DE,TAXI
6770703,2013-07-24,4.9,42,true,DE,TAXI
222697,2011-07-22,4.86,10,false,DE,TAXI
16326883,2016-03-07,4.94,10,true,DE,TAXI
24277613,2017-11-22,4.9,21,false,DE,TAXI
53169000,2019-08-14,4.8,23,false,ES,TAXI
4664650,2013-03-05,4.9,36,true,ES,TAXI
21671462,2017-05-30,4.91,3,false,DE,TAXI
508774,2011-12-15,4.93,7,true,DE,TAXI
24990471,2018-01-03,4.96,3,true,ES,TAXI
17970102,2016-08-09,4.66,50,false,DE,TAXI
34580358,2019-01-21,4.95,2,false,DE,TAXI
49210674,2019-04-25,4.98,24,false,ES,TAXI
12782671,2014-10-30,4.86,2,true,ES,TAXI
19429456,2016-12-21,4.83,18,true,ES,TAXI
19971151,2013-05-13,4.95,46,true,ES,TAXI
57601424,2020-02-18,5.0,0,false,DE,TAXI
1183653,2012-04-25,4.85,9,false,DE,TAXI
4425302,2013-02-15,4.95,30,true,DE,TAXI
6036006,2013-06-05,4.05,11,false,DE,TAXI
24171343,2017-11-15,4.94,4,true,DE,TAXI
15960927,2016-01-26,4.88,69,true,DE,TAXI
18576524,2016-10-05,4.88,63,true,DE,TAXI
52215779,2019-07-03,4.91,2,false,DE,TAXI
33929504,2018-12-19,4.73,25,true,ES,TAXI
14633950,2015-08-21,4.95,25,true,DE,TAXI
21853903,2017-06-12,4.72,12,false,DE,TAXI
2274579,2012-09-18,4.97,0,true,DE,TAXI
21785711,2017-06-07,4.86,90,true,DE,TAXI
13638020,2015-02-06,4.91,17,false,DE,TAXI
24497832,2017-12-06,4.85,0,false,DE,TAXI
52887774,2019-08-01,5.0,,true,DE,PHV
30600392,2018-07-17,4.97,40,false,DE,TAXI
1043151,2012-03-01,4.88,0,true,DE,TAXI
54371077,2019-10-04,4.86,6,false,ES,TAXI
23093417,2017-09-05,4.82,55,true,DE,TAXI
14329074,2015-06-19,4.94,14,false,DE,TAXI
20474401,2014-03-07,4.76,0,true,ES,TAXI
54483881,2019-10-08,5.0,,true,DE,PHV
25125282,2018-01-15,4.91,27,true,ES,TAXI
56195198,2019-12-19,4.92,,true,DE,PHV
12772183,2014-10-29,4.95,94,true,DE,TAXI
22936143,2017-08-24,4.93,4,true,DE,TAXI
57822819,2020-02-27,4.98,,true,DE,PHV
22087134,2017-06-28,4.98,65,true,DE,TAXI
23321149,2017-09-20,4.74,5,false,DE,TAXI
31947198,2018-09-17,4.83,0,false,DE,TAXI
24198381,2017-11-17,4.94,0,true,ES,TAXI
3945620,2013-01-10,4.85,117,true,DE,TAXI
54504116,2019-10-09,4.88,,true,DE,PHV
214637,2011-07-20,4.92,11,true,DE,TAXI
23651203,2017-10-09,4.97,55,true,ES,TAXI
984309,2012-02-15,4.87,3,true,DE,TAXI
47565791,2019-03-07,4.9,33,true,ES,TAXI
43316315,2019-02-20,4.88,20,true,ES,TAXI
34121828,2018-12-28,4.96,2,true,DE,TAXI
35575709,2019-02-12,4.97,5,false,DE,TAXI
22062237,2017-06-26,4.98,7,false,DE,TAXI
15053229,2015-10-26,4.9,0,false,DE,TAXI
14230571,2015-05-29,4.97,0,true,ES,TAXI
31073417,2018-08-03,4.94,31,false,DE,TAXI
34470211,2019-01-15,4.71,2,false,DE,TAXI
2308195,2012-09-21,4.98,40,true,DE,TAXI
53453122,2019-08-27,4.99,,true,DE,PHV
20387849,2017-03-22,4.93,0,false,DE,TAXI
14828184,2015-09-25,4.98,1,false,DE,TAXI
16178514,2016-02-19,4.98,38,true,DE,TAXI
46839803,2019-03-01,4.91,0,false,DE,TAXI
22204709,2017-07-05,4.92,5,true,DE,TAXI
21032630,2017-05-09,4.92,35,false,DE,TAXI
19918359,2014-10-30,4.8,0,true,ES,TAXI
25643330,2018-02-20,4.96,38,true,ES,TAXI
48367311,2019-03-20,4.86,6,true,ES,TAXI
27398244,2018-04-18,4.87,11,true,ES,TAXI
16627652,2016-04-06,4.94,120,true,ES,TAXI
16296489,2016-03-04,4.92,48,true,DE,TAXI
33451750,2018-11-27,4.96,1,false,ES,TAXI
56146813,2019-12-17,5.0,4,true,DE,TAXI
48713914,2019-04-03,4.76,1,false,ES,TAXI
16046579,2016-02-04,4.66,1,true,DE,TAXI
4394526,2013-02-12,4.8,1,true,DE,TAXI
24273890,2017-11-22,5.0,2,true,ES,TAXI
34744666,2019-01-31,4.86,7,true,DE,TAXI
6952051,2013-08-06,4.82,2,true,ES,TAXI
1403959,2012-06-21,4.82,2,true,DE,TAXI
32256823,2018-10-01,4.99,15,true,DE,TAXI
14890613,2015-10-02,4.72,0,false,DE,TAXI
14571555,2015-08-05,4.92,4,false,DE,TAXI
35694911,2019-02-15,4.98,0,true,DE,TAXI
197912,2011-07-06,4.88,0,true,DE,TAXI
27458515,2018-04-20,4.8,31,true,DE,TAXI
33946819,2018-12-20,4.89,4,false,ES,TAXI
30897929,2018-07-25,4.86,16,true,DE,TAXI
57986828,2020-03-04,4.83,9,true,DE,TAXI
10499724,2014-04-28,4.82,0,true,ES,TAXI
56147708,2019-12-17,4.74,,true,DE,PHV
4107362,2013-01-21,4.82,20,true,DE,TAXI
57149872,2020-01-29,4.92,,true,DE,PHV
53670127,2019-09-06,4.92,1,true,DE,PHV
222755,2011-07-22,4.99,50,true,DE,TAXI
19922511,2017-02-15,4.93,45,true,DE,TAXI
55768475,2019-12-03,4.56,0,false,DE,TAXI
19907226,2015-03-11,4.92,14,true,ES,TAXI
16156837,2016-02-16,4.67,0,true,ES,TAXI
14375229,2015-06-29,4.99,72,false,DE,TAXI
17960607,2016-08-08,4.93,7,true,DE,TAXI
26955508,2018-04-03,4.88,5,true,DE,TAXI
15815741,2016-01-12,4.73,3,false,DE,TAXI
13003378,2014-11-21,4.81,7,true,DE,TAXI
17305118,2016-06-07,4.78,0,true,DE,TAXI
27349802,2018-04-16,4.94,3,false,DE,TAXI
51214927,2019-06-10,4.86,5,false,ES,TAXI
32909704,2018-11-01,5.0,26,false,DE,TAXI
14962941,2015-10-13,4.8,0,true,DE,TAXI
6995563,2013-08-09,4.89,26,true,ES,TAXI
12420648,2014-09-19,4.79,43,false,ES,TAXI
53012868,2019-08-07,4.99,1,true,ES,TAXI
8023457,2013-10-18,4.93,7,true,DE,TAXI
57620665,2020-02-19,4.91,1,false,ES,TAXI
51230655,2019-06-11,4.95,0,false,ES,TAXI
57173861,2020-01-30,4.76,,true,DE,PHV
55321951,2019-11-13,4.99,,true,DE,PHV
12546211,2014-10-03,4.88,0,true,ES,TAXI
58455881,2020-04-28,4.95,1,true,DE,PHV
34839830,2019-02-05,4.86,2,false,ES,TAXI
1091229,2012-03-19,4.99,134,true,DE,TAXI
53493756,2019-08-29,4.86,0,false,DE,TAXI
4680553,2013-03-06,4.96,2,false,DE,TAXI
14375036,2015-06-29,4.9,78,false,DE,TAXI
58182874,2020-03-11,4.78,36,false,ES,TAXI
13967235,2015-04-15,5.0,1,true,DE,TAXI
27160121,2018-04-10,5.0,3,false,DE,TAXI
34508135,2019-01-17,4.61,20,true,DE,TAXI
52432474,2019-07-11,5.0,0,true,ES,TAXI
54200824,2019-09-27,4.95,,true,DE,PHV
13775995,2015-03-04,4.88,0,false,DE,TAXI
57129054,2020-01-28,5.0,0,false,DE,TAXI
53469917,2019-08-28,4.87,,true,DE,PHV
53191349,2019-08-15,4.69,,true,DE,PHV
58197286,2020-03-12,4.97,,true,DE,PHV
55818928,2019-12-05,4.98,,true,DE,PHV
48713704,2019-04-03,4.85,1,false,DE,TAXI
14217334,2015-05-26,4.83,0,false,ES,TAXI
34575955,2019-01-21,4.92,9,true,DE,TAXI
53514194,2019-08-30,4.98,5,false,DE,TAXI
32582967,2018-10-18,4.89,6,true,ES,TAXI
1141804,2012-04-12,4.9,73,false,DE,TAXI
57751983,2020-02-24,4.78,0,false,DE,TAXI
15340079,2015-11-27,4.9,0,true,ES,TAXI
32586021,2018-10-18,4.61,5,true,DE,TAXI
57746193,2020-02-24,4.83,0,false,DE,TAXI
4339155,2013-02-08,4.81,0,true,DE,TAXI
320203,2011-10-05,4.81,43,false,DE,TAXI
31988022,2018-09-19,4.82,7,true,ES,TAXI
15901612,2016-01-21,4.86,8,false,ES,TAXI
56725300,2020-01-08,4.93,0,true,ES,TAXI
321353,2011-10-06,4.74,0,true,DE,TAXI
20238948,2013-04-10,4.8,1,true,ES,TAXI
20472407,2017-03-28,4.97,4,true,DE,TAXI
19855764,2016-09-02,4.94,19,true,ES,TAXI
25144271,2018-01-17,4.91,1,true,DE,TAXI
54998028,2019-10-29,4.77,,true,DE,PHV
1685973,2012-07-30,4.75,18,false,DE,TAXI
53432397,2019-08-26,4.92,0,false,DE,TAXI
26140623,2018-03-08,4.96,32,false,DE,TAXI
12856007,2014-11-06,4.99,6,true,DE,TAXI
34732554,2019-01-30,5.0,0,true,DE,TAXI
26534290,2018-03-20,4.99,19,true,DE,TAXI
34844453,2019-02-05,5.0,9,true,ES,TAXI
15910236,2016-01-22,4.93,0,false,ES,TAXI
43436470,2019-02-26,4.89,0,true,ES,TAXI
57346413,2020-02-07,5.0,,true,DE,PHV
53348272,2019-08-22,4.89,0,true,DE,PHV
18339393,2016-09-16,4.99,8,false,DE,TAXI
1179934,2012-04-24,4.89,0,true,DE,TAXI
5239538,2013-04-15,4.76,11,false,DE,TAXI
17139663,2016-05-23,4.87,7,true,DE,TAXI
25286171,2018-01-29,4.9,21,true,DE,TAXI
57464479,2020-02-12,5.0,,true,DE,PHV
271161,2011-08-25,4.91,0,false,DE,TAXI
25223326,2018-01-24,4.81,0,true,ES,TAXI
14038245,2015-04-30,4.76,0,false,DE,TAXI
5948605,2013-05-30,4.94,0,false,DE,TAXI
58879283,2020-06-17,4.95,1,true,DE,TAXI
32553982,2018-10-16,4.98,1,false,DE,TAXI
58516562,2020-05-06,4.94,0,true,ES,TAXI
26379193,2018-03-16,4.18,0,false,DE,TAXI
58632695,2020-05-26,5.0,,true,DE,PHV
3165181,2012-11-26,4.99,15,true,DE,TAXI
14468306,2015-07-16,4.74,0,true,DE,TAXI
15593812,2015-12-23,4.79,0,true,ES,TAXI
30832093,2018-07-23,4.92,0,true,DE,TAXI
14596281,2015-08-11,4.87,0,false,DE,TAXI
7058843,2013-08-12,4.89,0,false,DE,TAXI
24381146,2017-11-29,4.82,0,false,DE,TAXI
32009749,2018-09-20,5.0,0,true,DE,TAXI
32604165,2018-10-19,4.99,2,true,DE,TAXI
629,2011-05-29,4.72,0,true,DE,TAXI
52977027,2019-08-05,4.73,,true,DE,PHV
27819058,2018-05-02,4.89,22,false,DE,TAXI
58457126,2020-04-28,4.8,0,true,ES,TAXI
24990643,2018-01-03,4.91,9,true,DE,TAXI
35751558,2019-02-18,4.67,0,true,DE,TAXI
15332771,2015-11-26,4.79,0,true,ES,TAXI
32915350,2018-11-01,4.87,1,false,DE,TAXI
15250738,2015-11-16,4.39,0,true,ES,TAXI
53576170,2019-09-01,4.91,,true,DE,PHV
58012086,2020-03-05,5.0,,true,DE,PHV
58545342,2020-05-12,4.85,0,true,ES,TAXI
19905522,2013-09-05,4.95,1,true,ES,TAXI
33430811,2018-11-26,4.72,0,false,DE,TAXI
2357,2011-05-29,4.94,0,false,DE,TAXI
57947374,2020-03-02,5.0,0,false,DE,TAXI
53824694,2019-09-12,4.95,,true,DE,PHV
58520678,2020-05-07,5.0,,true,DE,PHV
23568808,2017-10-04,4.85,0,true,ES,TAXI
19088186,2016-11-18,4.97,10,false,DE,TAXI
57768996,2020-02-25,4.95,0,true,DE,PHV
56695117,2020-01-06,4.8,0,true,DE,PHV
14390939,2015-07-03,4.89,24,false,DE,TAXI
2969489,2012-11-10,4.98,1,false,DE,TAXI
25090828,2018-01-12,4.78,0,true,DE,TAXI
57742203,2020-02-24,5.0,0,false,DE,TAXI
53974016,2019-09-18,4.95,,true,DE,PHV
43435547,2019-02-26,4.75,2,true,ES,TAXI
9392866,2014-01-20,4.69,4,true,ES,TAXI
14004384,2015-04-23,4.89,1,false,DE,TAXI
57636126,2020-02-20,5.0,,true,DE,PHV
57151225,2020-01-29,5.0,0,false,ES,TAXI
58630246,2020-05-26,4.96,1,true,DE,PHV
54677151,2019-10-16,5.0,0,true,DE,PHV
26116473,2018-03-07,5.0,0,true,DE,TAXI
51871826,2019-06-21,5.0,0,false,DE,TAXI
55031827,2019-10-31,,0,false,DE,TAXI
15986240,2016-01-29,4.9,0,true,ES,TAXI
56124492,2019-12-16,4.64,,true,DE,PHV
